# YYYY MM DD  Total  North  South
# Time base:   1
# Time unit:   d
# Point count: 51728
# ./cyclasar filter 0 0.001 10 sar-1880-2021.tsv filtered-sar-1880-2021.tsv
t/a	At/µhsp
1990.193115234	2360.291376890
1990.195922852	2360.098905196
1990.198608398	2359.907654205
1990.201416016	2359.717135636
1990.204101562	2359.527593630
1990.206909180	2359.339028186
1990.209594727	2359.151195164
1990.212280273	2358.964338704
1990.215087891	2358.778947089
1990.217773438	2358.594287895
1990.220581055	2358.410605263
1990.223266602	2358.228387476
1990.226074219	2358.046657969
1990.228759766	2357.866393307
1990.231567383	2357.687349347
1990.234252930	2357.509281950
1990.236938477	2357.332435256
1990.239746094	2357.156809266
1990.242431641	2356.982159837
1990.245239258	2356.808975253
1990.247924805	2356.637011371
1990.250732422	2356.466268193
1990.253417969	2356.296745718
1990.256103516	2356.128199805
1990.258911133	2355.961362877
1990.261596680	2355.796479074
1990.264404297	2355.631839411
1990.267089844	2355.469152874
1990.269897461	2355.307931180
1990.272583008	2355.147686048
1990.275390625	2354.989149901
1990.278076172	2354.831590317
1990.280761719	2354.675739717
1990.283569336	2354.521353960
1990.286254883	2354.368433048
1990.289062500	2354.217221119
1990.291748047	2354.067229894
1990.294555664	2353.918703513
1990.297241211	2353.771641975
1990.300048828	2353.626289422
1990.302734375	2353.482157572
1990.305419922	2353.340222987
1990.308227539	2353.199509106
1990.310913086	2353.060504209
1990.313720703	2352.922720015
1990.316406250	2352.786644806
1990.319213867	2352.652278580
1990.321899414	2352.519621340
1990.324707031	2352.387940661
1990.327392578	2352.258945530
1990.330078125	2352.130926961
1990.332885742	2352.005105658
1990.335571289	2351.880505058
1990.338378906	2351.757857583
1990.341064453	2351.636674951
1990.343872070	2351.517445445
1990.346557617	2351.399680782
1990.349365234	2351.283869245
1990.352050781	2351.169766691
1990.354736328	2351.057128982
1990.357543945	2350.946444397
1990.360229492	2350.837468797
1990.363037109	2350.730446322
1990.365722656	2350.624644550
1990.368530273	2350.521284184
1990.371215820	2350.419144522
1990.374023438	2350.319202125
1990.376708984	2350.220724571
1990.379394531	2350.124444284
1990.382202148	2350.029628840
1990.384887695	2349.936522380
1990.387695312	2349.845613186
1990.390380859	2349.756412977
1990.393188477	2349.668921752
1990.395874023	2349.583383652
1990.398681641	2349.499310395
1990.401367188	2349.417678545
1990.404052734	2349.337511539
1990.406860352	2349.259297657
1990.409545898	2349.183281042
1990.412353516	2349.108485129
1990.415039062	2349.035398201
1990.417846680	2348.964752679
1990.420532227	2348.895572000
1990.423339844	2348.828588588
1990.426025391	2348.763558300
1990.428710938	2348.699992856
1990.431518555	2348.638136397
1990.434204102	2348.578477203
1990.437011719	2348.521015275
1990.439697266	2348.464774049
1990.442504883	2348.410730090
1990.445190430	2348.358639255
1990.447998047	2348.308013265
1990.450683594	2348.259584540
1990.453369141	2348.213108939
1990.456176758	2348.167854042
1990.458862305	2348.125040552
1990.461669922	2348.084180186
1990.464355469	2348.044296383
1990.467163086	2348.007586408
1990.469848633	2347.971852995
1990.472656250	2347.938072707
1990.475341797	2347.906001404
1990.478027344	2347.876127366
1990.480834961	2347.847962313
1990.483520508	2347.821506244
1990.486328125	2347.797003300
1990.489013672	2347.774453481
1990.491821289	2347.753612647
1990.494506836	2347.734480797
1990.497314453	2347.717302072
1990.500000000	2347.702076472
1990.502685547	2347.687827434
1990.505493164	2347.676019803
1990.508178711	2347.666409437
1990.510986328	2347.658019774
1990.513671875	2347.651339096
1990.516479492	2347.646367402
1990.519165039	2347.643592974
1990.521972656	2347.642527530
1990.524658203	2347.643171070
1990.527343750	2347.645279455
1990.530151367	2347.649340964
1990.532836914	2347.654867317
1990.535644531	2347.662590935
1990.538330078	2347.671291117
1990.541137695	2347.681944423
1990.543823242	2347.694794994
1990.546630859	2347.708866269
1990.549316406	2347.724646528
1990.552001953	2347.741891631
1990.554809570	2347.761334000
1990.557495117	2347.781997072
1990.560302734	2347.804613269
1990.562988281	2347.828694309
1990.565795898	2347.854240193
1990.568481445	2347.881495062
1990.571289062	2347.909970634
1990.573974609	2347.940887612
1990.576660156	2347.972537012
1990.579467773	2348.006139536
1990.582153320	2348.041451046
1990.584960938	2348.077494977
1990.587646484	2348.115980314
1990.590454102	2348.155442214
1990.593139648	2348.196857239
1990.595947266	2348.239492967
1990.598632812	2348.283593539
1990.601318359	2348.328670673
1990.604125977	2348.375700932
1990.606811523	2348.423463613
1990.609619141	2348.473179419
1990.612304688	2348.524115929
1990.615112305	2348.576761422
1990.617797852	2348.630627619
1990.620605469	2348.685470378
1990.623291016	2348.742510403
1990.625976562	2348.800038709
1990.628784180	2348.859031859
1990.631469727	2348.919245712
1990.634277344	2348.980924409
1990.636962891	2349.043823809
1990.639770508	2349.107699771
1990.642456055	2349.173040577
1990.645263672	2349.239357946
1990.647949219	2349.307384299
1990.650634766	2349.375898933
1990.653442383	2349.445878411
1990.656127930	2349.517078592
1990.658935547	2349.589011195
1990.661621094	2349.662652782
1990.664428711	2349.736294370
1990.667114258	2349.811889082
1990.669921875	2349.888460357
1990.672607422	2349.966008194
1990.675292969	2350.044288454
1990.678100586	2350.123056994
1990.680786133	2350.203534519
1990.683593750	2350.285232747
1990.686279297	2350.367175116
1990.689086914	2350.450338187
1990.691772461	2350.533989540
1990.694580078	2350.619105737
1990.697265625	2350.704221934
1990.699951172	2350.790558834
1990.702758789	2350.877872296
1990.705444336	2350.965674040
1990.708251953	2351.054452346
1990.710937500	2351.143718933
1990.713745117	2351.233473802
1990.716430664	2351.324449373
1990.719238281	2351.415913226
1990.721923828	2351.507865361
1990.724609375	2351.600549917
1990.727416992	2351.693966895
1990.730102539	2351.787628013
1990.732910156	2351.881777413
1990.735595703	2351.976903376
1990.738403320	2352.071785197
1990.741088867	2352.167643582
1990.743896484	2352.263746106
1990.746582031	2352.360336913
1990.749267578	2352.457171859
1990.752075195	2352.554495087
1990.754760742	2352.652306597
1990.757568359	2352.750362246
1990.760253906	2352.848906178
1990.763061523	2352.947450109
1990.765747070	2353.046238180
1990.768432617	2353.145270393
1990.771240234	2353.244546746
1990.773925781	2353.343578958
1990.776733398	2353.443587733
1990.779418945	2353.543596508
1990.782226562	2353.642872861
1990.784912109	2353.742881636
1990.787719727	2353.842646270
1990.790405273	2353.941678482
1990.793090820	2354.042175538
1990.795898438	2354.141940173
1990.798583984	2354.241460666
1990.801391602	2354.341225300
1990.804077148	2354.440989935
1990.806884766	2354.540266288
1990.809570312	2354.639054359
1990.812377930	2354.738086572
1990.815063477	2354.837118784
1990.817749023	2354.935174434
1990.820556641	2355.033474225
1990.823242188	2355.131285734
1990.826049805	2355.228364821
1990.828735352	2355.326176330
1990.831542969	2355.422767137
1990.834228516	2355.518625521
1990.837036133	2355.614239764
1990.839721680	2355.709854008
1990.842407227	2355.804979970
1990.845214844	2355.898641089
1990.847900391	2355.992302208
1990.850708008	2356.085230904
1990.853393555	2356.177427179
1990.856201172	2356.269135173
1990.858886719	2356.360354885
1990.861694336	2356.450598035
1990.864379883	2356.540108763
1990.867065430	2356.629131210
1990.869873047	2356.717177094
1990.872558594	2356.803758134
1990.875366211	2356.890095034
1990.878051758	2356.974967090
1990.880859375	2357.059106725
1990.883544922	2357.142758078
1990.886352539	2357.224944587
1990.889038086	2357.306154534
1990.891723633	2357.386632059
1990.894531250	2357.465888880
1990.897216797	2357.543436718
1990.900024414	2357.620496274
1990.902709961	2357.696090986
1990.905517578	2357.770709136
1990.908203125	2357.843618302
1990.911010742	2357.915795045
1990.913696289	2357.986018664
1990.916381836	2358.054777439
1990.919189453	2358.122803792
1990.921875000	2358.189609441
1990.924682617	2358.254461966
1990.927368164	2358.318582069
1990.930175781	2358.380016625
1990.932861328	2358.440230478
1990.935668945	2358.499223628
1990.938354492	2358.556507794
1990.941040039	2358.611594694
1990.943847656	2358.666193312
1990.946533203	2358.718350525
1990.949340820	2358.768798753
1990.952026367	2358.817537996
1990.954833984	2358.864568255
1990.957519531	2358.909645390
1990.960327148	2358.953013540
1990.963012695	2358.993940283
1990.965698242	2359.033646324
1990.968505859	2359.071399239
1990.971191406	2359.106466608
1990.973999023	2359.139824992
1990.976684570	2359.171230251
1990.979492188	2359.200926526
1990.982177734	2359.227693113
1990.984985352	2359.252506576
1990.987670898	2359.275611054
1990.990356445	2359.296274126
1990.993164062	2359.314251650
1990.995849609	2359.330276050
1990.998657227	2359.343614903
1991.001342773	2359.355244772
1991.004150391	2359.364433234
1991.006835938	2359.370692009
1991.009643555	2359.374509378
1991.012329102	2359.376373621
1991.015014648	2359.375552318
1991.017822266	2359.371801327
1991.020507812	2359.365364790
1991.023315430	2359.356975127
1991.026000977	2359.345899918
1991.028808594	2359.330674317
1991.031494141	2359.314472155
1991.034301758	2359.294852023
1991.036987305	2359.272302205
1991.039672852	2359.247310979
1991.042480469	2359.218901786
1991.045166016	2359.187807045
1991.047973633	2359.153782617
1991.050659180	2359.117072641
1991.053466797	2359.076944698
1991.056152344	2359.034131207
1991.058959961	2358.988632169
1991.061645508	2358.939226881
1991.064331055	2358.886891906
1991.067138672	2358.831627244
1991.069824219	2358.773677034
1991.072631836	2358.711332293
1991.075317383	2358.646302006
1991.078125000	2358.578342031
1991.080810547	2358.506475806
1991.083618164	2358.431191612
1991.086303711	2358.352733590
1991.088989258	2358.270857599
1991.091796875	2358.185563639
1991.094482422	2358.096607570
1991.097290039	2358.004721814
1991.099975586	2357.908441526
1991.102783203	2357.808743270
1991.105468750	2357.705871186
1991.108276367	2357.598848710
1991.110961914	2357.488408267
1991.113647461	2357.374549854
1991.116455078	2357.256296910
1991.119140625	2357.134625997
1991.121948242	2357.008804694
1991.124633789	2356.879077141
1991.127441406	2356.745687478
1991.130126953	2356.608635706
1991.132934570	2356.467433544
1991.135620117	2356.322080990
1991.138305664	2356.172578046
1991.141113281	2356.019412993
1991.143798828	2355.861853409
1991.146606445	2355.700875855
1991.149291992	2355.534771349
1991.152099609	2355.365004733
1991.154785156	2355.190599446
1991.157592773	2355.012532049
1991.160278320	2354.829581839
1991.162963867	2354.642725380
1991.165771484	2354.451718529
1991.168457031	2354.255584726
1991.171264648	2354.056032954
1991.173950195	2353.851110088
1991.176757812	2353.642280973
1991.179443359	2353.428813185
1991.182250977	2353.210950866
1991.184936523	2352.988205735
1991.187622070	2352.761310213
1991.190429688	2352.529043597
1991.193115234	2352.292626591
1991.195922852	2352.051570912
1991.198608398	2351.805876562
1991.201416016	2351.554811118
1991.204101562	2351.299839424
1991.206909180	2351.039496637
1991.209594727	2350.774271037
1991.212280273	2350.504162624
1991.215087891	2350.229415540
1991.217773438	2349.949541502
1991.220581055	2349.664784652
1991.223266602	2349.374900849
1991.226074219	2349.079890092
1991.228759766	2348.780240664
1991.231567383	2348.475464283
1991.234252930	2348.165316807
1991.236938477	2347.850042379
1991.239746094	2347.529640998
1991.242431641	2347.204112663
1991.245239258	2346.873213235
1991.247924805	2346.536698572
1991.250732422	2346.195545238
1991.253417969	2345.849020810
1991.256103516	2345.496637006
1991.258911133	2345.138882109
1991.261596680	2344.776488540
1991.264404297	2344.407991456
1991.267089844	2344.034367418
1991.269897461	2343.654884006
1991.272583008	2343.270029499
1991.275390625	2342.880048040
1991.278076172	2342.483718924
1991.280761719	2342.082262855
1991.283569336	2341.675435692
1991.286254883	2341.262505014
1991.289062500	2340.843959102
1991.291748047	2340.419065533
1991.294555664	2339.989533292
1991.297241211	2339.553409254
1991.300048828	2339.112158264
1991.302734375	2338.664559617
1991.305419922	2338.211589876
1991.308227539	2337.752272479
1991.310913086	2337.287095707
1991.313720703	2336.816059560
1991.316406250	2336.339164038
1991.319213867	2335.856653281
1991.321899414	2335.367794869
1991.324707031	2334.872588800
1991.327392578	2334.371767497
1991.330078125	2333.864598537
1991.332885742	2333.351326062
1991.335571289	2332.831705931
1991.338378906	2332.306226424
1991.341064453	2331.774643402
1991.343872070	2331.237201005
1991.346557617	2330.692922671
1991.349365234	2330.142052539
1991.352050781	2329.585323033
1991.354736328	2329.022734151
1991.357543945	2328.453553473
1991.360229492	2327.877780998
1991.363037109	2327.295172585
1991.365722656	2326.706948938
1991.368530273	2326.112377635
1991.371215820	2325.510482113
1991.374023438	2324.902971357
1991.376708984	2324.288868804
1991.379394531	2323.667930313
1991.382202148	2323.040888306
1991.384887695	2322.407010362
1991.387695312	2321.766052340
1991.390380859	2321.118990803
1991.393188477	2320.465581609
1991.395874023	2319.804848196
1991.398681641	2319.138011268
1991.401367188	2318.464094262
1991.404052734	2317.784073740
1991.406860352	2317.096484858
1991.409545898	2316.402792461
1991.412353516	2315.702264127
1991.415039062	2314.994411574
1991.417846680	2314.279967223
1991.420532227	2313.559175217
1991.423339844	2312.831303132
1991.426025391	2312.096350970
1991.428710938	2311.354562870
1991.431518555	2310.605694691
1991.434204102	2309.850234716
1991.437011719	2309.087938804
1991.439697266	2308.318074532
1991.442504883	2307.541618463
1991.445190430	2306.758326456
1991.447998047	2305.967710231
1991.450683594	2305.170013928
1991.453369141	2304.365237547
1991.456176758	2303.553869368
1991.458862305	2302.734932831
1991.461669922	2301.908916215
1991.464355469	2301.076063662
1991.467163086	2300.235642749
1991.469848633	2299.388874180
1991.472656250	2298.534048971
1991.475341797	2297.672387824
1991.478027344	2296.803158317
1991.480834961	2295.927581155
1991.483520508	2295.043947351
1991.486328125	2294.153477611
1991.489013672	2293.255683651
1991.491821289	2292.350321332
1991.494506836	2291.437634795
1991.497314453	2290.518112319
1991.500000000	2289.590777344
1991.502685547	2288.656850572
1991.505493164	2287.714867160
1991.508178711	2286.765559528
1991.510986328	2285.809171819
1991.513671875	2284.845215750
1991.516479492	2283.873935462
1991.519165039	2282.895330956
1991.521972656	2281.908913950
1991.524658203	2280.914928584
1991.527343750	2279.913863140
1991.530151367	2278.905473477
1991.532836914	2277.889515455
1991.535644531	2276.865744933
1991.538330078	2275.834894333
1991.541137695	2274.795742952
1991.543823242	2273.749999773
1991.546630859	2272.696199955
1991.549316406	2271.635075917
1991.552001953	2270.566139379
1991.554809570	2269.489634482
1991.557495117	2268.406293648
1991.560302734	2267.314652032
1991.562988281	2266.215442057
1991.565795898	2265.109152004
1991.568481445	2263.994805310
1991.571289062	2262.872890256
1991.573974609	2261.742674422
1991.576660156	2260.605866791
1991.579467773	2259.461246659
1991.582153320	2258.308569887
1991.584960938	2257.148568896
1991.587646484	2255.980267124
1991.590454102	2254.804641134
1991.593139648	2253.621446784
1991.595947266	2252.430684074
1991.598632812	2251.232597146
1991.601318359	2250.025965296
1991.604125977	2248.811765086
1991.606811523	2247.590240658
1991.609619141	2246.360659589
1991.612304688	2245.123510161
1991.615112305	2243.878304092
1991.617797852	2242.625773804
1991.620605469	2241.364942735
1991.623291016	2240.097031588
1991.625976562	2238.820819660
1991.628784180	2237.537527654
1991.631469727	2236.245690725
1991.634277344	2234.946529578
1991.636962891	2233.639311791
1991.639770508	2232.325013925
1991.642456055	2231.002171137
1991.645263672	2229.672004131
1991.647949219	2228.333780484
1991.650634766	2226.987744337
1991.653442383	2225.634383971
1991.656127930	2224.273211105
1991.658935547	2222.903493318
1991.661621094	2221.526695452
1991.664428711	2220.141352664
1991.667114258	2218.748685658
1991.669921875	2217.348206152
1991.672607422	2215.940402427
1991.675292969	2214.524297920
1991.678100586	2213.100136773
1991.680786133	2211.668895548
1991.683593750	2210.229109401
1991.686279297	2208.781999035
1991.689086914	2207.327076169
1991.691772461	2205.864340804
1991.694580078	2204.394037079
1991.697265625	2202.915432572
1991.699951172	2201.429259706
1991.702758789	2199.935030200
1991.705444336	2198.433720616
1991.708251953	2196.924110250
1991.710937500	2195.406931525
1991.713745117	2193.881940299
1991.716430664	2192.348892434
1991.719238281	2190.808276209
1991.721923828	2189.259603343
1991.724609375	2187.703850399
1991.727416992	2186.139308393
1991.730102539	2184.568174589
1991.732910156	2182.988251724
1991.735595703	2181.401492920
1991.738403320	2179.806677476
1991.741088867	2178.203561251
1991.743896484	2176.593364948
1991.746582031	2174.975356145
1991.749267578	2173.349534842
1991.752075195	2171.715901038
1991.754760742	2170.074698876
1991.757568359	2168.425928354
1991.760253906	2166.769101191
1991.763061523	2165.104705669
1991.765747070	2163.432741788
1991.768432617	2161.753209547
1991.771240234	2160.065620665
1991.773925781	2158.370707565
1991.776733398	2156.668226106
1991.779418945	2154.957688006
1991.782226562	2153.239825687
1991.784912109	2151.514150868
1991.787719727	2149.780907690
1991.790405273	2148.040096152
1991.793090820	2146.292204536
1991.795898438	2144.535279717
1991.798583984	2142.772251383
1991.801391602	2141.000922267
1991.804077148	2139.222513073
1991.806884766	2137.436047239
1991.809570312	2135.642501326
1991.812377930	2133.841142913
1991.815063477	2132.032460282
1991.817749023	2130.215965151
1991.820556641	2128.391901660
1991.823242188	2126.560513950
1991.826049805	2124.721557881
1991.828735352	2122.875765875
1991.831542969	2121.021917228
1991.834228516	2119.160744362
1991.837036133	2117.292003137
1991.839721680	2115.416181834
1991.842407227	2113.532792171
1991.845214844	2111.642322431
1991.847900391	2109.744528471
1991.850708008	2107.837945449
1991.853393555	2105.925503052
1991.856201172	2104.005736436
1991.858886719	2102.077669039
1991.861694336	2100.143009845
1991.864379883	2098.201270573
1991.867065430	2096.251962942
1991.869873047	2094.295819373
1991.872558594	2092.331619164
1991.875366211	2090.360583017
1991.878051758	2088.381978510
1991.880859375	2086.397026348
1991.883544922	2084.404261685
1991.886352539	2082.404416944
1991.889038086	2080.397492125
1991.891723633	2078.383731369
1991.894531250	2076.362646394
1991.897216797	2074.334115130
1991.900024414	2072.298992068
1991.902709961	2070.256544789
1991.905517578	2068.207139501
1991.908203125	2066.150776206
1991.911010742	2064.087088691
1991.913696289	2062.016809380
1991.916381836	2059.939205850
1991.919189453	2057.855254664
1991.921875000	2055.763490978
1991.924682617	2053.665501706
1991.927368164	2051.560310286
1991.930175781	2049.448404998
1991.932861328	2047.329663773
1991.935668945	2045.204208681
1991.938354492	2043.071551440
1991.941040039	2040.932180332
1991.943847656	2038.786461568
1991.946533203	2036.633662726
1991.949340820	2034.474027946
1991.952026367	2032.307801369
1991.954833984	2030.134982995
1991.957519531	2027.955328684
1991.960327148	2025.769326717
1991.963012695	2023.576610883
1991.965698242	2021.377181181
1991.968505859	2019.170671401
1991.971191406	2016.958790527
1991.973999023	2014.739097154
1991.976684570	2012.513422335
1991.979492188	2010.281644001
1991.982177734	2008.043151799
1991.984985352	2005.797945730
1991.987670898	2003.546636145
1991.990356445	2001.288978905
1991.993164062	1999.024485726
1991.995849609	1996.753889033
1991.998657227	1994.476822612
1992.001342773	1992.193652676
1992.004150391	1989.904501295
1992.006835938	1987.608636046
1992.009521484	1985.306545212
1992.012329102	1982.998839143
1992.015014648	1980.684052996
1992.017700195	1978.364017825
1992.020507812	1976.036902577
1992.023193359	1973.704172094
1992.026000977	1971.365093954
1992.028686523	1969.020644722
1992.031372070	1966.669603692
1992.034179688	1964.312947428
1992.036865234	1961.949821437
1992.039672852	1959.580958141
1992.042358398	1957.206479612
1992.045043945	1954.825775496
1992.047851562	1952.439334075
1992.050537109	1950.047033280
1992.053222656	1947.648995180
1992.056030273	1945.244609423
1992.058715820	1942.834974644
1992.061523438	1940.419968770
1992.064208984	1937.998615240
1992.066894531	1935.571646476
1992.069702148	1933.139184548
1992.072387695	1930.701107385
1992.075195312	1928.257292918
1992.077880859	1925.808473568
1992.080566406	1923.353550702
1992.083374023	1920.893378813
1992.086059570	1918.427835830
1992.088745117	1915.956555542
1992.091552734	1913.480026231
1992.094238281	1910.997759615
1992.097045898	1908.510732257
1992.099731445	1906.017967595
1992.102416992	1903.519465627
1992.105224609	1901.016080847
1992.107910156	1898.507691185
1992.110595703	1895.994174569
1992.113403320	1893.474920649
1992.116088867	1890.951028056
1992.118896484	1888.421642300
1992.121582031	1885.887495801
1992.124267578	1883.348588561
1992.127075195	1880.803699875
1992.129760742	1878.254660798
1992.132568359	1875.700372698
1992.135253906	1873.140957644
1992.137939453	1870.576781849
1992.140747070	1868.007601171
1992.143432617	1865.433781821
1992.146118164	1862.854957588
1992.148925781	1860.271616753
1992.151611328	1857.683148966
1992.154418945	1855.090042506
1992.157104492	1852.492541515
1992.159790039	1849.890401853
1992.162597656	1847.283257307
1992.165283203	1844.671840301
1992.168090820	1842.056028763
1992.170776367	1839.434968202
1992.173461914	1836.810245532
1992.176269531	1834.180640049
1992.178955078	1831.546762105
1992.181640625	1828.908489630
1992.184448242	1826.265334342
1992.187133789	1823.618272804
1992.189941406	1820.967060876
1992.192626953	1818.311698557
1992.195312500	1815.652063777
1992.198120117	1812.988034466
1992.200805664	1810.319122343
1992.203491211	1807.647524672
1992.206298828	1804.970800049
1992.208984375	1802.290779527
1992.211791992	1799.606120333
1992.214477539	1796.917310748
1992.217163086	1794.225083195
1992.219970703	1791.528827322
1992.222656250	1788.828787268
1992.225463867	1786.124718895
1992.228149414	1783.416378060
1992.230834961	1780.705107538
1992.233642578	1777.989930766
1992.236328125	1775.270603604
1992.239013672	1772.547614332
1992.241821289	1769.821695372
1992.244506836	1767.091381881
1992.247314453	1764.357528351
1992.250000000	1761.620256853
1992.252685547	1758.879689456
1992.255493164	1756.135215809
1992.258178711	1753.387934545
1992.260986328	1750.636869101
1992.263671875	1747.882629829
1992.266357422	1745.124972588
1992.269165039	1742.363897378
1992.271850586	1739.599526271
1992.274536133	1736.832347545
1992.277343750	1734.061872922
1992.280029297	1731.287736189
1992.282836914	1728.510791839
1992.285522461	1725.730917801
1992.288208008	1722.947869935
1992.291015625	1720.161648241
1992.293701172	1717.372741001
1992.296508789	1714.580537862
1992.299194336	1711.786015386
1992.301879883	1708.987830802
1992.304687500	1706.187693092
1992.307373047	1703.384015344
1992.310058594	1700.578262400
1992.312866211	1697.769579769
1992.315551758	1694.957723309
1992.318359375	1692.143669584
1992.321044922	1689.327174452
1992.323730469	1686.507871704
1992.326538086	1683.685150987
1992.329223633	1680.861331636
1992.331909180	1678.034704669
1992.334716797	1675.204903874
1992.337402344	1672.373394094
1992.340209961	1669.539931189
1992.342895508	1666.703050315
1992.345581055	1663.864338387
1992.348388672	1661.023795404
1992.351074219	1658.180566874
1992.353881836	1655.335507290
1992.356567383	1652.487762159
1992.359252930	1649.638308043
1992.362060547	1646.786900802
1992.364746094	1643.933418366
1992.367431641	1641.077860735
1992.370239258	1638.220349978
1992.372924805	1635.360764026
1992.375732422	1632.499469090
1992.378417969	1629.636098959
1992.381103516	1626.771386054
1992.383911133	1623.904597954
1992.386596680	1621.036222940
1992.389404297	1618.166016871
1992.392089844	1615.294345958
1992.394775391	1612.421088132
1992.397583008	1609.545877180
1992.400268555	1606.669201385
1992.402954102	1603.790938675
1992.405761719	1600.911699403
1992.408447266	1598.030873217
1992.411254883	1595.148460117
1992.413940430	1592.264826314
1992.416625977	1589.379605596
1992.419433594	1586.493286246
1992.422119141	1583.605502052
1992.424804688	1580.716863366
1992.427612305	1577.826515696
1992.430297852	1574.935435603
1992.433105469	1572.043256878
1992.435791016	1569.150223661
1992.438476562	1566.255359389
1992.441284180	1563.360250976
1992.443969727	1560.464043931
1992.446777344	1557.566860323
1992.449462891	1554.668822223
1992.452148438	1551.769807560
1992.454956055	1548.870182546
1992.457641602	1545.969580969
1992.460327148	1543.067758689
1992.463134766	1540.166180550
1992.465820312	1537.263259638
1992.468627930	1534.360216655
1992.471313477	1531.456685390
1992.473999023	1528.552055493
1992.476806641	1525.647059385
1992.479492188	1522.741574996
1992.482299805	1519.835602326
1992.484985352	1516.929385515
1992.487670898	1514.023046633
1992.490478516	1511.115731189
1992.493164062	1508.208049535
1992.495849609	1505.300734091
1992.498657227	1502.392808295
1992.501342773	1499.485004570
1992.504150391	1496.576712564
1992.506835938	1493.668542628
1992.509521484	1490.760494762
1992.512329102	1487.851958615
1992.515014648	1484.943666609
1992.517700195	1482.035496672
1992.520507812	1479.126716385
1992.523193359	1476.218790589
1992.526000977	1473.310498583
1992.528686523	1470.402572788
1992.531372070	1467.495013203
1992.534179688	1464.587575689
1992.536865234	1461.680626456
1992.539672852	1458.773433082
1992.542358398	1455.866605920
1992.545043945	1452.960755320
1992.547851562	1450.054538509
1992.550537109	1447.149298260
1992.553222656	1444.244790433
1992.556030273	1441.340526747
1992.558715820	1438.436629272
1992.561523438	1435.533342148
1992.564208984	1432.630787447
1992.566894531	1429.729209308
1992.569702148	1426.827875309
1992.572387695	1423.927395803
1992.575195312	1421.027526648
1992.577880859	1418.129244407
1992.580566406	1415.230840096
1992.583374023	1412.333656488
1992.586059570	1409.437327372
1992.588745117	1406.541730678
1992.591552734	1403.647598828
1992.594238281	1400.754077330
1992.597045898	1397.861654464
1992.599731445	1394.970330231
1992.602416992	1392.080592912
1992.605224609	1389.191710085
1992.607910156	1386.303559681
1992.610595703	1383.416752049
1992.613403320	1380.531897543
1992.616088867	1377.647287177
1992.618896484	1374.764507866
1992.621582031	1371.882827188
1992.624267578	1369.002977564
1992.627075195	1366.124226573
1992.629760742	1363.246818356
1992.632568359	1360.371119123
1992.635253906	1357.497006804
1992.637939453	1354.624359329
1992.640747070	1351.753176698
1992.643432617	1348.883580980
1992.646118164	1346.015450107
1992.648925781	1343.149394429
1992.651611328	1340.284803594
1992.654418945	1337.421921744
1992.657104492	1334.560993019
1992.659790039	1331.701895348
1992.662597656	1328.844384592
1992.665283203	1325.988949031
1992.668090820	1323.135344524
1992.670776367	1320.283693143
1992.673461914	1317.433750746
1992.676269531	1314.585761474
1992.678955078	1311.739969468
1992.681640625	1308.896008516
1992.684448242	1306.054977252
1992.687133789	1303.215166691
1992.689941406	1300.377797536
1992.692626953	1297.542625647
1992.695312500	1294.709651023
1992.698120117	1291.879117806
1992.700805664	1289.050415643
1992.703491211	1286.224521098
1992.706298828	1283.400579677
1992.708984375	1280.578835522
1992.711791992	1277.759898985
1992.714477539	1274.943281783
1992.717163086	1272.128739777
1992.719970703	1269.317371598
1992.722656250	1266.507834475
1992.725463867	1263.701349109
1992.728149414	1260.897183079
1992.730834961	1258.095946737
1992.733642578	1255.296785590
1992.736328125	1252.500187920
1992.739013672	1249.706764077
1992.741821289	1246.916147852
1992.744506836	1244.127850963
1992.747314453	1241.342361691
1992.750000000	1238.560168317
1992.752685547	1235.780294280
1992.755493164	1233.003349930
1992.758178711	1230.229335267
1992.760986328	1227.458494432
1992.763671875	1224.690339145
1992.766357422	1221.925235615
1992.769165039	1219.162695562
1992.771850586	1216.403817618
1992.774536133	1213.647503150
1992.777343750	1210.894850793
1992.780029297	1208.144883981
1992.782836914	1205.397968928
1992.785522461	1202.654471844
1992.788208008	1199.914026517
1992.791015625	1197.176510878
1992.793701172	1194.442535278
1992.796508789	1191.711977646
1992.799194336	1188.984593843
1992.801879883	1186.260139727
1992.804687500	1183.539713932
1992.807373047	1180.822584035
1992.810058594	1178.108505896
1992.812866211	1175.397723655
1992.815551758	1172.690359383
1992.818359375	1169.986901361
1992.821044922	1167.286739237
1992.823730469	1164.589995082
1992.826538086	1161.896668896
1992.829223633	1159.207493101
1992.831909180	1156.521369063
1992.834716797	1153.838907135
1992.837402344	1151.160351457
1992.840209961	1148.485579958
1992.842895508	1145.814104358
1992.845581055	1143.146535008
1992.848388672	1140.482261556
1992.851074219	1137.822626776
1992.853881836	1135.166287895
1992.856567383	1132.513366982
1992.859252930	1129.864962671
1992.862060547	1127.219976329
1992.864746094	1124.579140377
1992.867431641	1121.942210676
1992.870239258	1119.309065154
1992.872924805	1116.679825882
1992.875732422	1114.054492860
1992.878417969	1111.433188158
1992.881103516	1108.816277987
1992.883911133	1106.203396137
1992.886596680	1103.593688115
1992.889404297	1100.988862906
1992.892089844	1098.387943946
1992.894775391	1095.791175377
1992.897583008	1093.198190988
1992.900268555	1090.610089412
1992.902954102	1088.025649944
1992.905761719	1085.445727078
