# YYYY MM DD  Total  North  South
# Time base:   1
# Time unit:   d
# Point count: 51728
# ./cyclasar filter 0 0.001 10 sar-1880-2021.tsv filtered-sar-1880-2021.tsv
t/a	At/µhsp
1909.636962891	607.540994311
1909.639770508	606.684704258
1909.642456055	605.826766255
1909.645263672	604.967180303
1909.647949219	604.106007438
1909.650634766	603.243247658
1909.653442383	602.378656823
1909.656127930	601.512479075
1909.658935547	600.644836482
1909.661621094	599.775668011
1909.664428711	598.904668485
1909.667114258	598.031929457
1909.669921875	597.157542480
1909.672607422	596.282056870
1909.675292969	595.405106417
1909.678100586	594.525684039
1909.680786133	593.645407170
1909.683593750	592.763268728
1909.686279297	591.879482337
1909.689086914	590.994597313
1909.691772461	590.107759164
1909.694580078	589.219212030
1909.697265625	588.329535747
1909.699951172	587.438364101
1909.702758789	586.545056226
1909.705444336	585.650649718
1909.708251953	584.754991989
1909.710937500	583.857167512
1909.713745117	582.958244402
1909.716430664	582.057856448
1909.719238281	581.155667957
1909.721923828	580.252197728
1909.724609375	579.347354208
1909.727416992	578.440710151
1909.730102539	577.532753838
1909.732910156	576.623241128
1909.735595703	575.712690821
1909.738403320	574.799943248
1909.741088867	573.886371701
1909.743896484	572.970755476
1909.746582031	572.054193206
1909.749267578	571.136349198
1909.752075195	570.216735170
1909.754760742	569.295869921
1909.757568359	568.373387241
1909.760253906	567.449683858
1909.763061523	566.524424078
1909.765747070	565.598157218
1909.768432617	564.669967750
1909.771240234	563.740404992
1909.773925781	562.809926706
1909.776733398	561.877892024
1909.779418945	560.944514569
1909.782226562	560.009672269
1909.784912109	559.073548232
1909.787719727	558.136203491
1909.790405273	557.197485459
1909.793090820	556.257302584
1909.795898438	555.315654864
1909.798583984	554.373274723
1909.801391602	553.429277150
1909.804077148	552.483936804
1909.806884766	551.536887474
1909.809570312	550.589227791
1909.812377930	549.640103266
1909.815063477	548.689422343
1909.817749023	547.737978481
1909.820556641	546.785100293
1909.823242188	545.831031920
1909.826049805	544.875437667
1909.828735352	543.918805817
1909.831542969	542.960922746
1909.834228516	542.001544314
1909.837036133	541.041280872
1909.839721680	540.080010350
1909.842407227	539.117061361
1909.845214844	538.153624091
1909.847900391	537.188386284
1909.850708008	536.222171914
1909.853393555	535.254858912
1909.856201172	534.286233654
1909.858886719	533.316631833
1909.861694336	532.345565168
1909.864379883	531.373796599
1909.867065430	530.400715775
1909.869873047	529.426322694
1909.872558594	528.451044604
1909.875366211	527.474850986
1909.878051758	526.497528218
1909.880859375	525.518923711
1909.883544922	524.539159537
1909.886352539	523.558601906
1909.889038086	522.576579431
1909.891723633	521.593946604
1909.894531250	520.609909969
1909.897216797	519.624988323
1909.900024414	518.639151151
1909.902709961	517.652123793
1909.905517578	516.664272461
1909.908203125	515.675322495
1909.911010742	514.685731661
1909.913696289	513.694370807
1909.916381836	512.702613224
1909.919189453	511.710092702
1909.921875000	510.716412512
1909.924682617	509.721359031
1909.927368164	508.725695199
1909.930175781	507.729298944
1909.932861328	506.731559916
1909.935668945	505.733149502
1909.938354492	504.734006665
1909.941040039	503.733612608
1909.943847656	502.732760787
1909.946533203	501.729986359
1909.949340820	500.727395036
1909.952026367	499.723918704
1909.954833984	498.719160633
1909.957519531	497.713670140
1909.960327148	496.707752401
1909.963012695	495.700339301
1909.965698242	494.692376885
1909.968505859	493.683987222
1909.971191406	492.674376856
1909.973999023	491.664095104
1909.976684570	490.652928341
1909.979492188	489.640846052
1909.982177734	488.628916350
1909.984985352	487.615094559
1909.987670898	486.600998109
1909.990356445	485.586352343
1909.993164062	484.570730014
1909.995849609	483.554314228
1909.998657227	482.537349126
1910.001342773	481.519865225
1910.004150391	480.501465797
1910.006835938	479.482547570
1910.009643555	478.462988474
1910.012329102	477.442300227
1910.015014648	476.421398358
1910.017822266	475.399428373
1910.020507812	474.377672011
1910.023315430	473.354694946
1910.026000977	472.330954941
1910.028808594	471.306879244
1910.031494141	470.282284747
1910.034301758	469.256988346
1910.036987305	468.230990041
1910.039672852	467.204625525
1910.042480469	466.177711692
1910.045166016	465.150340096
1910.047973633	464.121900384
1910.050659180	463.093582743
1910.053466797	462.064441128
1910.056152344	461.034841748
1910.058959961	460.004845640
1910.061645508	458.973934005
1910.064331055	457.943327545
1910.067138672	456.911622453
1910.069824219	455.879520632
1910.072631836	454.847144153
1910.075317383	453.814309910
1910.078125000	452.781170492
1910.080810547	451.747359687
1910.083618164	450.713243706
1910.086303711	449.678853067
1910.088989258	448.643730005
1910.091796875	447.608729015
1910.094482422	446.573056637
1910.097290039	445.537231672
1910.099975586	444.500704802
1910.102783203	443.464055862
1910.105468750	442.427162782
1910.108276367	441.389842455
1910.110961914	440.352308505
1910.113647461	439.314347309
1910.116455078	438.276233526
1910.119140625	437.237600943
1910.121948242	436.199151466
1910.124633789	435.160030602
1910.127441406	434.120757150
1910.130126953	433.081239558
1910.132934570	432.041996624
1910.135620117	431.001716092
1910.138305664	429.961496596
1910.141113281	428.921704345
1910.143798828	427.880782944
1910.146606445	426.840044649
1910.149291992	425.799703082
1910.152099609	424.758384952
1910.154785156	423.717585622
1910.157592773	422.676450598
1910.160278320	421.634949363
1910.162963867	420.593417610
1910.165771484	419.551824823
1910.168457031	418.509926859
1910.171264648	417.468456142
1910.173950195	416.426771802
1910.176757812	415.384568662
1910.179443359	414.342884322
1910.182250977	413.300711701
1910.184936523	412.258813737
1910.187622070	411.216854739
1910.190429688	410.174865222
1910.193115234	409.132723118
1910.195922852	408.090916708
1910.198608398	407.049018744
1910.201416016	406.007242851
1910.204101562	404.965192300
1910.206909180	403.923263819
1910.209594727	402.881396373
1910.212280273	401.840078244
1910.215087891	400.798393903
1910.217773438	399.756831633
1910.220581055	398.715330398
1910.223266602	397.674164857
1910.226074219	396.632999315
1910.228759766	395.591833774
1910.231567383	394.550942890
1910.234252930	393.510601323
1910.236938477	392.470046133
1910.239746094	391.429399391
1910.242431641	390.389485070
1910.245239258	389.349509714
1910.247924805	388.309992121
1910.250732422	387.269955730
1910.253417969	386.231109525
1910.256103516	385.192141249
1910.258911133	384.153142455
1910.261596680	383.114876084
1910.264404297	382.076548677
1910.267089844	381.038495928
1910.269897461	380.001053531
1910.272583008	378.963824757
1910.275390625	377.926473913
1910.278076172	376.889947043
1910.280761719	375.853572762
1910.283569336	374.817259515
1910.286254883	373.782044901
1910.289062500	372.746555629
1910.291748047	371.711676709
1910.294555664	370.677072447
1910.297241211	369.642925948
1910.300048828	368.609542389
1910.302734375	367.576097795
1910.305419922	366.543568728
1910.308227539	365.511009143
1910.310913086	364.479120945
1910.313720703	363.447934652
1910.316406250	362.416656806
1910.319213867	361.385958793
1910.321899414	360.356267861
1910.324707031	359.326698999
1910.327392578	358.297557384
1910.330078125	357.269361813
1910.332885742	356.241471418
1910.335571289	355.214069304
1910.338378906	354.187094436
1910.341064453	353.160943543
1910.343872070	352.135403002
1910.346557617	351.110350741
1910.349365234	350.085878315
1910.352050781	349.062138311
1910.354736328	348.039161246
1910.357543945	347.016153663
1910.360229492	345.994336266
1910.363037109	344.972793527
1910.365722656	343.952318904
1910.368530273	342.932286785
1910.371215820	341.913048123
1910.374023438	340.894587660
1910.376708984	339.876707030
1910.379394531	338.859558823
1910.382202148	337.843173555
1910.384887695	336.827230792
1910.387695312	335.812325626
1910.390380859	334.797801930
1910.393188477	333.785139807
1910.395874023	332.772294578
1910.398681641	331.760090218
1910.401367188	330.749030267
1910.404052734	329.738946879
1910.406860352	328.729290737
1910.409545898	327.720580639
1910.412353516	326.712938657
1910.415039062	325.706380049
1910.417846680	324.699790924
1910.420532227	323.694590348
1910.423339844	322.690366335
1910.426025391	321.686874744
1910.428710938	320.684283421
1910.431518555	319.682836507
1910.434204102	318.681862616
1910.437011719	317.682582451
1910.439697266	316.683348061
1910.442504883	315.685166529
1910.445190430	314.688617686
1910.447998047	313.692435055
1910.450683594	312.697320539
1910.453369141	311.703533537
1910.456176758	310.710311111
1910.458862305	309.718202576
1910.461669922	308.727253709
1910.464355469	307.737495028
1910.467163086	306.748407734
1910.469848633	305.760571660
1910.472656250	304.773513785
1910.475341797	303.787829200
1910.478027344	302.803273766
1910.480834961	301.819557565
1910.483520508	300.837016291
1910.486328125	299.855634685
1910.489013672	298.875428006
1910.491821289	297.895938490
1910.494506836	296.918264770
1910.497314453	295.941384506
1910.500000000	294.965221406
1910.502685547	293.990599444
1910.505493164	293.017121891
1910.508178711	292.045048146
1910.510986328	291.074210363
1910.513671875	290.104089743
1910.516479492	289.135189827
1910.519165039	288.167953118
1910.521972656	287.201845560
1910.524658203	286.236760341
1910.527343750	285.273094189
1910.530151367	284.310618223
1910.532836914	283.349408736
1910.535644531	282.389465728
1910.538330078	281.430545060
1910.541137695	280.473241823
1910.543823242	279.517281360
1910.546630859	278.562556858
1910.549316406	277.609007283
1910.552001953	276.657090399
1910.554809570	275.705982231
1910.557495117	274.756491494
1910.560302734	273.808557153
1910.562988281	272.861812999
1910.565795898	271.916426876
1910.568481445	270.972612409
1910.571289062	270.030003386
1910.573974609	269.088889724
1910.576660156	268.149210389
1910.579467773	267.210782274
1910.582153320	266.273834262
1910.584960938	265.338457905
1910.587646484	264.404195439
1910.590454102	263.471580923
1910.593139648	262.540370216
1910.595947266	261.610776940
1910.598632812	260.682709543
1910.601318359	259.755756037
1910.604125977	258.830633586
1910.606811523	257.906884427
1910.609619141	256.984844251
1910.612304688	256.063826415
1910.615112305	255.144761703
1910.617797852	254.226993989
1910.620605469	253.310920000
1910.623291016	252.396310855
1910.625976562	251.483471730
1910.628784180	250.572372106
1910.631469727	249.662035422
1910.634277344	248.753926521
1910.636962891	247.847389275
1910.639770508	246.942393168
1910.642456055	246.038953456
1910.645263672	245.136642895
1910.647949219	244.236972104
1910.650634766	243.338110030
1910.653442383	242.441262115
1910.656127930	241.545726456
1910.658935547	240.652418581
1910.661621094	239.760087268
1910.664428711	238.869907444
1910.667114258	237.981238240
1910.669921875	237.094125433
1910.672607422	236.209087821
1910.675292969	235.325484536
1910.678100586	234.443559717
1910.680786133	233.563267588
1910.683593750	232.685096432
1910.686279297	231.808329083
1910.689086914	230.933331755
1910.691772461	230.060211257
1910.694580078	229.188540345
1910.697265625	228.318746263
1910.699951172	227.450905306
1910.702758789	226.584773334
1910.705444336	225.720380864
1910.708251953	224.858048330
1910.710937500	223.997134864
1910.713745117	223.137915123
1910.716430664	222.280526437
1910.719238281	221.425594416
1910.721923828	220.572020427
1910.724609375	219.720185940
1910.727416992	218.870335096
1910.730102539	218.022284789
1910.732910156	217.176309677
1910.735595703	216.331799409
1910.738403320	215.489074419
1910.741088867	214.648409366
1910.743896484	213.809872914
1910.746582031	212.972938634
1910.749267578	212.138079550
1910.752075195	211.304807380
1910.754760742	210.474037652
1910.757568359	209.644320780
1910.760253906	208.817167384
1910.763061523	207.991814526
1910.765747070	207.167903623
1910.768432617	206.346701155
1910.771240234	205.526902496
1910.773925781	204.709140885
1910.776733398	203.893439211
1910.779418945	203.079744067
1910.782226562	202.267979160
1910.784912109	201.457930867
1910.787719727	200.650224798
1910.790405273	199.843815727
1910.793090820	199.040260048
1910.795898438	198.238161584
1910.798583984	197.438237498
1910.801391602	196.640564083
1910.804077148	195.844599652
1910.806884766	195.050428129
1910.809570312	194.258583571
1910.812377930	193.468867615
1910.815063477	192.680906419
1910.817749023	191.894951754
1910.820556641	191.111064655
1910.823242188	190.329519780
1910.826049805	189.549935659
1910.828735352	188.772174964
1910.831542969	187.996581017
1910.834228516	187.222879159
1910.837036133	186.451687372
1910.839721680	185.681907024
1910.842407227	184.914667263
1910.845214844	184.149464551
1910.847900391	183.386504882
1910.850708008	182.625162643
1910.853393555	181.866650910
1910.856201172	181.109542986
1910.858886719	180.354952762
1910.861694336	179.602308033
1910.864379883	178.851822423
1910.867065430	178.103396750
1910.869873047	177.357244636
1910.872558594	176.612793877
1910.875366211	175.871082071
1910.878051758	175.131178431
1910.880859375	174.393372875
1910.883544922	173.657795102
1910.886352539	172.924422224
1910.889038086	172.193116912
1910.891723633	171.464291153
1910.894531250	170.737128603
1910.897216797	170.012254870
1910.900024414	169.289830173
1910.902709961	168.569350972
1910.905517578	167.851015631
1910.908203125	167.134946220
1910.911010742	166.420669716
1910.913696289	165.709094018
1910.916381836	164.999639292
1910.919189453	164.292183467
1910.921875000	163.587054608
1910.924682617	162.884466337
1910.927368164	162.183503127
1910.930175781	161.485004211
1910.932861328	160.788672044
1910.935668945	160.094453219
1910.938354492	159.402507953
1910.941040039	158.713042241
1910.943847656	158.025621206
1910.946533203	157.340221961
1910.949340820	156.657073387
1910.952026367	155.976518807
1910.954833984	155.297680842
1910.957519531	154.621619975
1910.960327148	153.947558010
1910.963012695	153.275838270
1910.965698242	152.606270018
1910.968505859	151.938868515
1910.971191406	151.273740571
1910.973999023	150.610775560
1910.976684570	149.950366397
1910.979492188	149.292085835
1910.982177734	148.636109349
1910.984985352	147.982230948
1910.987670898	147.330805397
1910.990356445	146.681054497
1910.993164062	146.034630014
1910.995849609	145.389636042
1910.998657227	144.747152141
1911.001342773	144.106819730
1911.004150391	143.469260603
1911.006835938	142.833166320
1911.009643555	142.199994095
1911.012329102	141.568614778
1911.015014648	140.940096484
1911.017822266	140.313359653
1911.020507812	139.688835347
1911.023315430	139.067370428
1911.026000977	138.447484794
1911.028808594	137.830185524
1911.031494141	137.215091150
1911.034301758	136.602174967
1911.036987305	135.991784114
1911.039672852	135.383560010
1911.042480469	134.777647611
1911.045166016	134.173951552
1911.047973633	133.572784637
1911.050659180	132.973345780
1911.053466797	132.376687838
1911.056152344	131.782410266
1911.058959961	131.190253666
1911.061645508	130.600404958
1911.064331055	130.012772589
1911.067138672	129.427684623
1911.069824219	128.844282754
1911.072631836	128.263764795
1911.075317383	127.685402141
1911.078125000	127.109374081
1911.080810547	126.535383069
1911.083618164	125.964337004
1911.086303711	125.395198288
1911.088989258	124.828058472
1911.091796875	124.263752977
1911.094482422	123.701263278
1911.097290039	123.141115803
1911.099975586	122.583802648
1911.102783203	122.028030630
1911.105468750	121.475550697
1911.108276367	120.924611901
1911.110961914	120.376190805
1911.113647461	119.830245448
1911.116455078	119.286215069
1911.119140625	118.744568875
1911.121948242	118.205770353
1911.124633789	117.668310790
1911.127441406	117.134015518
1911.130126953	116.601536043
1911.132934570	116.071513232
1911.135620117	115.543573246
1911.138305664	115.018219624
1911.141113281	114.495007955
1911.143798828	113.974390281
1911.146606445	113.455681862
1911.149291992	112.939258447
1911.152099609	112.425266901
1911.154785156	111.913785426
1911.157592773	111.403871792
1911.160278320	110.897048063
1911.162963867	110.391885634
1911.165771484	109.889876053
1911.168457031	109.389020417
1911.171264648	108.891105913
1911.173950195	108.395512653
1911.176757812	107.902276875
1911.179443359	107.410879781
1911.182250977	106.922048071
1911.184936523	106.435261039
1911.187622070	105.951094704
1911.190429688	105.468551523
1911.193115234	104.988939937
1911.195922852	104.511390194
1911.198608398	104.036274228
1911.201416016	103.563157164
1911.204101562	103.092321289
1911.206909180	102.623835267
1911.209594727	102.157474985
1911.212280273	101.693118373
1911.215087891	101.231771557
1911.217773438	100.772038358
1911.220581055	100.314778990
1911.223266602	99.860168929
1911.226074219	99.407254502
1911.228759766	98.956256006
1911.231567383	98.508287333
1911.234252930	98.061700534
1911.236938477	97.618050099
1911.239746094	97.176299383
1911.242431641	96.737169364
1911.245239258	96.299763588
1911.247924805	95.864742952
1911.250732422	95.431868082
1911.253417969	95.001341159
1911.256103516	94.573151692
1911.258911133	94.146970186
1911.261596680	93.722868167
1911.264404297	93.301260960
1911.267089844	92.881575883
1911.269897461	92.464030375
1911.272583008	92.049356857
1911.275390625	91.636044709
1911.278076172	91.225144403
1911.280761719	90.816689795
1911.283569336	90.410153265
1911.286254883	90.005533858
1911.289062500	89.603602859
1911.291748047	89.203694604
1911.294555664	88.805921148
1911.297241211	88.410114527
1911.300048828	88.016758610
1911.302734375	87.625279524
1911.305419922	87.236164538
1911.308227539	86.848940627
1911.310913086	86.464340441
1911.313720703	86.081190968
1911.316406250	85.700465603
1911.319213867	85.321830901
1911.321899414	84.945813260
1911.324707031	84.571243178
1911.327392578	84.198985517
1911.330078125	83.828614939
1911.332885742	83.461070099
1911.335571289	83.095155564
1911.338378906	82.730742352
1911.341064453	82.369368499
1911.343872070	82.009418244
1911.346557617	81.651890798
1911.349365234	81.296549174
1911.352050781	80.943109176
1911.354736328	80.591462563
1911.357543945	80.242368936
1911.360229492	79.894802619
1911.363037109	79.549772598
1911.365722656	79.206494954
1911.368530273	78.865378336
1911.371215820	78.526373630
1911.374023438	78.189280087
1911.376708984	77.854237897
1911.379394531	77.521159323
1911.382202148	77.190259895
1911.384887695	76.861162911
1911.387695312	76.534064829
1911.390380859	76.209213603
1911.393188477	75.885814823
1911.395874023	75.565198865
1911.398681641	75.245813147
1911.401367188	74.928830688
1911.404052734	74.613571519
1911.406860352	74.300726099
1911.409545898	73.989130946
1911.412353516	73.679790279
1911.415039062	73.372614453
1911.417846680	73.067363142
1911.420532227	72.763990569
1911.423339844	72.462454773
1911.426025391	72.162878778
1911.428710938	71.864862994
1911.431518555	71.569054966
1911.434204102	71.275385076
1911.437011719	70.983428938
1911.439697266	70.693511756
1911.442504883	70.404913506
1911.445190430	70.118942628
1911.447998047	69.834298312
1911.450683594	69.551624286
1911.453369141	69.271054066
1911.456176758	68.991870489
1911.458862305	68.715357200
1911.461669922	68.439986412
1911.464355469	68.166612619
1911.467163086	67.895340723
1911.469848633	67.625629039
1911.472656250	67.357836148
1911.475341797	67.091597746
1911.478027344	66.827373503
1911.480834961	66.564751434
1911.483520508	66.304629899
1911.486328125	66.045042421
1911.489013672	65.788270190
1911.491821289	65.532846455
1911.494506836	65.279219442
1911.497314453	65.027392966
1911.500000000	64.777538688
1911.502685547	64.528945168
1911.505493164	64.282392511
1911.508178711	64.037680446
1911.510986328	63.794273007
1911.513671875	63.552940763
1911.516479492	63.312915053
1911.519165039	63.074827209
1911.521972656	62.838745896
1911.524658203	62.603925340
1911.527343750	62.370884341
1911.530151367	62.139580936
1911.532836914	61.909961720
1911.535644531	61.681603262
1911.538330078	61.455455421
1911.541137695	61.230945992
1911.543823242	61.007611490
1911.546630859	60.786325480
1911.549316406	60.566443279
1911.552001953	60.348060254
1911.554809570	60.131369047
1911.557495117	59.916575652
1911.560302734	59.702863724
1911.562988281	59.490897020
1911.565795898	59.280707964
1911.568481445	59.071865497
1911.571289062	58.864655720
1911.573974609	58.659011877
1911.576660156	58.454983558
1911.579467773	58.252406731
1911.582153320	58.051105920
1911.584960938	57.851378672
1911.587646484	57.653644603
1911.590454102	57.457203717
1911.593139648	57.262082716
1911.595947266	57.068493315
1911.598632812	56.876609085
1911.601318359	56.685771989
1911.604125977	56.496683931
1911.606811523	56.309274341
1911.609619141	56.122721150
1911.612304688	55.937567952
1911.615112305	55.754554800
1911.617797852	55.572485786
1911.620605469	55.391776711
1911.623291016	55.212866266
1911.625976562	55.035224208
1911.628784180	54.858785686
1911.631469727	54.683758603
1911.634277344	54.510270750
1911.636962891	54.337532485
1911.639770508	54.166787400
1911.642456055	53.997249666
1911.645263672	53.829081408
1911.647949219	53.662278812
1911.650634766	53.496494740
1911.653442383	53.332385321
1911.656127930	53.169458457
1911.658935547	53.007859108
1911.661621094	52.847598718
1911.664428711	52.688494181
1911.667114258	52.530694271
1911.669921875	52.373901440
1911.672607422	52.218615415
1911.675292969	52.064965896
1911.678100586	51.911930542
1911.680786133	51.760031968
1911.683593750	51.609724123
1911.686279297	51.460610279
1911.689086914	51.312720952
1911.691772461	51.166052328
1911.694580078	51.020482337
1911.697265625	50.876201713
1911.699951172	50.732920541
1911.702758789	50.590966883
1911.705444336	50.449738017
1911.708251953	50.309966366
1911.710937500	50.171415418
1911.713745117	50.033600707
1911.716430664	49.897597976
1911.719238281	49.762175080
1911.721923828	49.627778337
1911.724609375	49.494583224
1911.727416992	49.362944508
1911.730102539	49.231527044
1911.732910156	49.101643088
1911.735595703	48.973147682
1911.738403320	48.845190148
1911.741088867	48.718243509
1911.743896484	48.592612941
1911.746582031	48.468077190
1911.749267578	48.344159421
1911.752075195	48.221351729
1911.754760742	48.099852477
1911.757568359	47.979097092
1911.760253906	47.859398378
1911.763061523	47.740256610
1911.765747070	47.622579685
1911.768432617	47.505673329
1911.771240234	47.389785498
1911.773925781	47.274549979
1911.776733398	47.160790749
1911.779418945	47.047527429
1911.782226562	46.934908793
1911.784912109	46.823819850
1911.787719727	46.713261151
1911.790405273	46.603663755
1911.793090820	46.494928481
1911.795898438	46.387009552
1911.798583984	46.279987077
1911.801391602	46.173735171
1911.804077148	46.068116504
1911.806884766	45.963638432
1911.809570312	45.859847005
1911.812377930	45.756864295
1911.815063477	45.654934440
1911.817749023	45.553355538
1911.820556641	45.452730310
1911.823242188	45.353009166
1911.826049805	45.253867855
1911.828735352	45.155634443
1911.831542969	45.058305113
1911.834228516	44.961269516
1911.837036133	44.865076966
1911.839721680	44.769654985
1911.842407227	44.674850985
1911.845214844	44.580886219
1911.847900391	44.487825536
1911.850708008	44.394841147
1911.853393555	44.303077461
1911.856201172	44.211611321
1911.858886719	44.121499399
1911.861694336	44.031437068
1911.864379883	43.942313152
1911.867065430	43.852975613
1911.869873047	43.765251692
1911.872558594	43.677745208
1911.875366211	43.590883408
1911.878051758	43.504475557
1911.880859375	43.418727648
1911.883544922	43.333605350
1911.886352539	43.249116292
1911.889038086	43.164844671
1911.891723633	43.081419913
1911.894531250	42.998773354
1911.897216797	42.916458673
1911.900024414	42.834319468
1911.902709961	42.753229305
1911.905517578	42.672211621
1911.908203125	42.592067503
1911.911010742	42.511938643
1911.913696289	42.432401062
1911.916381836	42.354076554
1911.919189453	42.275179842
1911.921875000	42.196992664
1911.924682617	42.119675236
1911.927368164	42.042544729
1911.930175781	41.965643103
1911.932861328	41.889630302
1911.935668945	41.813590798
1911.938354492	41.738081537
1911.941040039	41.663148295
1911.943847656	41.588554562
1911.946533203	41.514128675
1911.949340820	41.440004149
1911.952026367	41.367149917
1911.954833984	41.293166535
1911.957519531	41.220281786
1911.960327148	41.148255343
1911.963012695	41.075774952
1911.965698242	41.003813359
1911.968505859	40.932004355
1911.971191406	40.860965919
1911.973999023	40.790102959
1911.976684570	40.719571878
1911.979492188	40.648865321
1911.982177734	40.578521160
1911.984985352	40.508730130
1911.987670898	40.439091688
1911.990356445	40.369235808
1911.993164062	40.300413712
1911.995849609	40.231263551
1911.998657227	40.162655077
1912.001342773	40.093943607
1912.004150391	40.026010335
1912.006835938	39.957642187
1912.009521484	39.889651694
1912.012329102	39.821905342
1912.015014648	39.754281060
1912.017700195	39.687137430
1912.020507812	39.619665736
1912.023193359	39.552457257
1912.026000977	39.485515806
1912.028686523	39.418738387
1912.031372070	39.351835083
1912.034179688	39.285000443
1912.036865234	39.218867708
1912.039672852	39.152509906
1912.042358398	39.086091068
1912.045043945	39.019920186
1912.047851562	38.953444128
1912.050537109	38.887433464
1912.053222656	38.821304543
1912.056030273	38.755549463
1912.058715820	38.689641795
1912.061523438	38.623657833
1912.064208984	38.557822644
1912.066894531	38.492185820
1912.069702148	38.426213302
1912.072387695	38.360599366
1912.075195312	38.294771806
1912.077880859	38.229081576
1912.080566406	38.163006061
1912.083374023	38.097243352
1912.086059570	38.031617971
1912.088745117	37.965786597
1912.091552734	37.899627159
1912.094238281	37.833788156
1912.097045898	37.767636347
1912.099731445	37.701755382
1912.102416992	37.635260251
1912.105224609	37.569535688
1912.107910156	37.503055816
1912.110595703	37.436713272
1912.113403320	37.370015962
1912.116088867	37.303303393
1912.118896484	37.236583194
1912.121582031	37.169950734
1912.124267578	37.103119909
1912.127075195	37.036125052
1912.129760742	36.969122566
1912.132568359	36.901570763
1912.135253906	36.834247843
1912.137939453	36.766089503
1912.140747070	36.698469036
1912.143432617	36.630833310
1912.146118164	36.562636824
1912.148925781	36.494192382
1912.151611328	36.425629685
1912.154418945	36.357303499
1912.157104492	36.288057971
1912.159790039	36.219151951
1912.162597656	36.149574544
1912.165283203	36.080477789
1912.168090820	36.010454063
1912.170776367	35.940418892
1912.173461914	35.870563013
1912.176269531	35.799932749
1912.178955078	35.729489406
1912.181640625	35.658138165
1912.184448242	35.587103544
1912.187133789	35.515447127
1912.189941406	35.443897522
1912.192626953	35.371630754
1912.195312500	35.299276248
1912.198120117	35.226792041
1912.200805664	35.153945439
1912.203491211	35.080686849
1912.206298828	35.007439704
1912.208984375	34.933864494
1912.211791992	34.859183023
1912.214477539	34.785226343
1912.217163086	34.710445690
1912.219970703	34.635123349
1912.222656250	34.560094740
1912.225463867	34.484059050
1912.228149414	34.407962326
1912.230834961	34.331487946
1912.233642578	34.254895311
1912.236328125	34.177726657
1912.239013672	34.100031575
1912.241821289	34.022164831
1912.244506836	33.943840323
1912.247314453	33.865599739
1912.250000000	33.786188042
1912.252685547	33.707127298
1912.255493164	33.627059474
1912.258178711	33.547193829
1912.260986328	33.466294400
1912.263671875	33.385444563
1912.266357422	33.303801269
1912.269165039	33.222203751
1912.271850586	33.139969179
1912.274536133	33.057170031
1912.277343750	32.974031376
1912.280029297	32.890713429
1912.282836914	32.806537176
1912.285522461	32.722162559
1912.288208008	32.637246254
1912.291015625	32.552040033
1912.293701172	32.466212016
1912.296508789	32.380403072
1912.299194336	32.293648084
1912.301879883	32.206637510
1912.304687500	32.118890700
1912.307373047	32.030831085
1912.310058594	31.942401445
1912.312866211	31.853559817
1912.315551758	31.763898029
1912.318359375	31.673744145
1912.321044922	31.583834402
1912.323730469	31.492826026
1912.326538086	31.401275963
1912.329223633	31.309405465
1912.331909180	31.216745325
1912.334716797	31.123986003
1912.337402344	31.030482815
1912.340209961	30.936746931
1912.342895508	30.842377806
1912.345581055	30.747428848
1912.348388672	30.651797059
1912.351074219	30.555951647
1912.353881836	30.459568362
1912.356567383	30.362406880
1912.359252930	30.264928777
1912.362060547	30.166844138
1912.364746094	30.068141517
1912.367431641	29.969175683
1912.370239258	29.869668161
1912.372924805	29.769287074
1912.375732422	29.668303265
1912.378417969	29.567254605
1912.381103516	29.465454451
1912.383911133	29.362986724
1912.386596680	29.260297745
1912.389404297	29.156594057
1912.392089844	29.052714892
1912.394775391	28.948042270
1912.397583008	28.843018697
1912.400268555	28.737163519
1912.402954102	28.631197715
1912.405761719	28.524282051
1912.408447266	28.416786554
1912.411254883	28.309134654
1912.413940430	28.200757961
1912.416625977	28.091465741
1912.419433594	27.981826383
1912.422119141	27.871935256
1912.424804688	27.760834869
1912.427612305	27.649627671
1912.430297852	27.537386690
1912.433105469	27.425309741
1912.435791016	27.312141789
1912.438476562	27.198897543
1912.441284180	27.084573737
1912.443969727	26.969822685
1912.446777344	26.854648202
1912.449462891	26.738497156
1912.452148438	26.622311778
1912.454956055	26.505046841
1912.457641602	26.387381360
1912.460327148	26.269067381
1912.463134766	26.150406265
1912.465820312	26.031150056
1912.468627930	25.911352159
1912.471313477	25.790596774
1912.473999023	25.669715504
1912.476806641	25.547838597
1912.479492188	25.426133353
1912.482299805	25.303051002
1912.484985352	25.179278191
1912.487670898	25.055596933
1912.490478516	24.931080256
1912.493164062	24.805926525
1912.495849609	24.680032742
1912.498657227	24.553940596
1912.501342773	24.427154174
1912.504150391	24.299906174
1912.506835938	24.171723573
1912.509521484	24.043075579
1912.512329102	23.914305515
1912.515014648	23.784536000
1912.517700195	23.653919622
1912.520507812	23.523223136
1912.523193359	23.392148995
1912.526000977	23.260212732
1912.528686523	23.127658488
1912.531372070	22.994375637
1912.534179688	22.861245373
1912.536865234	22.726448087
1912.539672852	22.592028457
1912.542358398	22.456369049
1912.545043945	22.320850785
1912.547851562	22.184325442
1912.550537109	22.047361408
1912.553222656	21.909699284
1912.556030273	21.771827352
1912.558715820	21.633661688
1912.561523438	21.493851890
